"Date","Price","Open","High","Low","Change %"
"12/20/2016","14.750","14.750","14.750","14.750","0.00%"
"12/19/2016","14.750","14.750","14.750","14.750","0.00%"
"12/16/2016","14.750","14.750","14.750","14.750","0.00%"
"12/15/2016","14.750","14.750","14.750","14.750","0.00%"
"12/14/2016","14.750","14.750","14.750","14.750","0.00%"
"12/13/2016","14.750","14.750","14.750","14.750","0.34%"
"12/12/2016","14.700","14.700","14.700","14.700","0.00%"
"12/09/2016","14.700","14.700","14.700","14.700","-0.34%"
"12/08/2016","14.750","14.750","14.750","14.750","0.00%"
"12/07/2016","14.750","14.750","14.750","14.750","0.00%"
"12/06/2016","14.750","14.750","14.750","14.750","0.00%"
"12/05/2016","14.750","14.750","14.750","14.750","0.00%"
"12/03/2016","14.750","14.750","14.750","14.750","0.00%"
"12/02/2016","14.750","14.750","14.750","14.750","0.00%"
"12/01/2016","14.750","14.750","14.750","14.750","0.00%"
"11/30/2016","14.750","14.700","14.750","14.700","0.00%"
"11/29/2016","14.750","14.750","14.750","14.750","0.34%"
"11/28/2016","14.700","14.700","14.700","14.700","6.52%"
"11/25/2016","13.800","13.800","13.800","13.600","-1.43%"
"11/24/2016","14.000","14.000","14.000","14.000","2.94%"
"11/23/2016","13.600","13.600","13.600","13.600","0.00%"
"11/22/2016","13.600","13.600","13.600","13.600","-0.73%"
"11/21/2016","13.700","13.700","13.700","13.700","-2.14%"
"11/18/2016","14.000","14.000","14.000","14.000","0.00%"
"11/17/2016","14.000","14.000","14.000","14.000","2.19%"
"11/16/2016","13.700","13.700","13.700","13.700","0.00%"
"11/14/2016","13.700","13.700","13.700","13.700","0.74%"
"11/12/2016","13.600","13.668","13.668","13.600","0.00%"
"11/11/2016","13.600","13.600","13.600","13.600","0.00%"
"11/10/2016","13.600","13.600","13.600","13.600","0.00%"
"11/09/2016","13.600","13.600","13.600","13.600","0.00%"
"11/08/2016","13.600","13.600","13.600","13.600","-2.86%"
"11/07/2016","14.000","14.000","14.000","14.000","0.00%"
"11/05/2016","14.000","14.000","14.000","14.000","0.00%"
"11/04/2016","14.000","14.000","14.000","14.000","0.00%"
"11/03/2016","14.000","14.000","14.000","14.000","0.00%"
"11/02/2016","14.000","14.000","14.000","14.000","0.00%"
"11/01/2016","14.000","14.000","14.000","14.000","0.00%"
"10/31/2016","14.000","14.000","14.000","14.000","0.00%"
"10/29/2016","14.000","14.000","14.000","14.000","0.00%"
"10/28/2016","14.000","14.000","14.000","14.000","0.00%"
"10/27/2016","14.000","14.000","14.000","14.000","0.00%"
"10/26/2016","14.000","14.000","14.000","14.000","0.00%"
"10/25/2016","14.000","14.000","14.000","14.000","0.00%"
"10/24/2016","14.000","14.000","14.000","14.000","0.00%"
"10/21/2016","14.000","14.000","14.000","14.000","0.00%"
"10/20/2016","14.000","14.000","14.000","14.000","0.00%"
"10/19/2016","14.000","14.000","14.000","14.000","0.00%"
"10/18/2016","14.000","14.000","14.000","14.000","0.00%"
"10/17/2016","14.000","14.000","14.000","14.000","0.00%"
"10/15/2016","14.000","14.000","14.000","14.000","0.00%"
"10/14/2016","14.000","14.000","14.000","14.000","0.00%"
"10/13/2016","14.000","14.000","14.000","14.000","0.00%"
"10/12/2016","14.000","14.000","14.000","14.000","0.00%"
"10/11/2016","14.000","14.000","14.000","14.000","0.00%"
"10/10/2016","14.000","14.000","14.000","14.000","0.00%"
"10/08/2016","14.000","14.000","14.000","14.000","0.00%"
"10/07/2016","14.000","14.000","14.000","14.000","0.00%"
"10/06/2016","14.000","14.000","14.000","14.000","0.00%"
"10/05/2016","14.000","14.000","14.000","14.000","0.00%"
"10/04/2016","14.000","14.000","14.000","14.000","0.00%"
"10/03/2016","14.000","14.000","14.000","14.000","0.00%"
"10/01/2016","14.000","14.000","14.000","14.000","0.00%"
"09/30/2016","14.000","14.000","14.000","14.000","0.00%"
"09/29/2016","14.000","14.000","14.000","14.000","0.00%"
"09/28/2016","14.000","14.900","14.900","14.000","-3.45%"
"09/27/2016","14.500","14.900","14.900","14.500","-1.69%"
"09/26/2016","14.750","14.900","14.900","14.500","-1.01%"
"09/25/2016","14.900","14.900","14.900","14.900","0.00%"
"09/24/2016","14.900","14.500","14.900","14.500","1.02%"
"09/23/2016","14.750","14.500","14.900","14.500","0.00%"
"09/22/2016","14.750","14.900","14.900","14.500","-1.01%"
"09/21/2016","14.900","14.500","14.900","14.500","2.76%"
"09/20/2016","14.500","14.900","14.900","14.500","3.08%"
"09/19/2016","14.067","14.500","14.984","14.067","-2.99%"
"09/17/2016","14.500","14.750","14.750","14.500","-1.69%"
"09/16/2016","14.750","14.750","14.750","14.500","1.72%"
"09/15/2016","14.500","14.750","14.750","14.500","0.00%"
"09/14/2016","14.500","14.500","14.500","14.500","0.00%"
"09/13/2016","14.500","14.500","14.500","14.500","0.00%"
"09/12/2016","14.500","14.500","14.500","14.500","0.00%"
"09/10/2016","14.500","14.500","14.500","14.500","0.00%"
"09/09/2016","14.500","14.500","14.500","14.500","-1.69%"
"09/08/2016","14.750","14.750","14.750","14.500","0.00%"
"09/07/2016","14.750","14.750","14.750","14.500","0.00%"
"09/06/2016","14.750","14.750","14.750","14.750","-1.01%"
"09/05/2016","14.900","17.900","17.900","14.750","1.02%"
"09/03/2016","14.750","14.900","14.900","14.600","1.03%"
"09/02/2016","14.600","14.600","14.600","14.600","-0.34%"
"09/01/2016","14.650","14.850","14.900","14.650","-1.35%"
"08/31/2016","14.850","14.850","15.250","14.850","-2.62%"
"08/30/2016","15.250","15.250","15.250","15.250","0.00%"
"08/29/2016","15.250","15.250","15.250","15.250","2.35%"
"08/26/2016","14.900","14.900","14.900","14.900","0.00%"
"08/25/2016","14.900","14.900","14.900","14.900","1.02%"
"08/24/2016","14.750","14.750","14.900","14.750","-1.01%"
"08/23/2016","14.900","14.900","14.900","14.900","-0.56%"
"08/22/2016","14.984","14.550","14.984","14.550","0.56%"
"08/20/2016","14.900","14.900","14.900","14.900","0.00%"
"08/19/2016","14.900","14.750","14.900","14.750","1.02%"
"08/18/2016","14.750","14.750","14.750","14.750","0.00%"
"08/17/2016","14.750","14.900","14.900","14.750","-1.01%"
"08/16/2016","14.900","14.900","14.900","14.900","0.00%"
"08/15/2016","14.900","14.900","14.900","14.900","-1.65%"
"08/14/2016","15.150","15.150","15.150","15.150","0.00%"
"08/13/2016","15.150","15.150","15.150","15.150","2.71%"
"08/12/2016","14.750","14.750","14.750","14.750","-0.67%"
"08/11/2016","14.850","14.900","14.900","14.850","0.00%"
"08/10/2016","14.850","14.900","14.900","14.750","0.68%"
"08/09/2016","14.750","14.750","14.750","14.750","0.00%"
"08/08/2016","14.750","14.750","14.750","14.750","-1.67%"
"08/06/2016","15.000","15.000","15.000","14.750","0.00%"
"08/05/2016","15.000","15.000","15.000","14.750","0.00%"
"08/04/2016","15.000","15.000","15.000","14.750","0.00%"
"08/03/2016","15.000","15.000","15.000","15.000","0.00%"
"08/02/2016","15.000","15.000","15.000","15.000","0.00%"
"08/01/2016","15.000","15.000","15.000","15.000","0.00%"
